seller_id_values,seller_city,seller_state,total_products,total_orders,Revenue_2016,Revenue_2017,Revenue_2018,total_revenue
S00261,ribeirao preto,SP,11,11,0,0,1648.25,1648.25
S00263,São Bernardo do Campo,SP,13,13,0,1818.28,1818.28,3636.56
S00265,franca,SP,5,5,0,1178.48,1178.48,2356.96
S00269,sao caetano do sul,SP,2,2,0,0,1226.55,1226.55
S00284,sa~o paulo,SP,5,5,0,4443.72,4443.72,8887.44
S00287,maua,SP,3,3,0,0,403.57,403.57
S00288,joinville,SC,11,11,477,477,0,954
S00296,valinhos,SP,1,1,0,0,212.06,212.06
S00300,ouro fino,MG,14,14,0,2864.98,2864.98,5729.96
S00302,sa~o paulo,SP,1,1,0,0,40.02,40.02
S00304,itaipulandia,PR,1,1,0,338.74,0,338.74
S00305,gaspar,SC,1,1,0,0,162.59,162.59
S00307,joinville,SC,168,168,0,25935.48,25935.48,51870.96
S00309,araquari,SC,1,1,0,0,97,97
S00310,sa~o paulo,SP,20,20,0,0,3504.28,3504.28
S00312,sa~o paulo,SP,2,2,0,163.17,163.17,326.34
S00314,maringa,PR,8,8,0,0,419.35,419.35
S00315,piracicaba,SP,1,1,0,0,715.34,715.34
S00319,sa~o paulo,SP,11,11,0,2785.96,2785.96,5571.92
S00343,recife,PE,3,3,0,3873.57,0,3873.57
S00346,rio de janeiro,RJ,4,4,0,1141.82,1141.82,2283.64
S00350,arapongas,PR,95,95,0,13065.54,13065.54,26131.08
S00352,uba,MG,44,44,0,7946.95,0,7946.95
S00357,sa~o paulo,SP,2,2,0,0,237.53,237.53
S00358,ibitinga,SP,21,21,0,1671.05,1671.05,3342.1
S00364,itatiba,SP,5,5,0,0,446.82,446.82
S00365,jaciara,MT,2,2,0,0,468.94,468.94
S00369,sao jose do rio preto,SP,1473,1473,0,108704.62,108704.62,217409.239999999
S00371,venancio aires,RS,3,3,0,632.68,632.68,1265.36
S00373,tupa,SP,78,78,0,15853.11,15853.11,31706.22
S00376,limeira,SP,18,18,0,4524.27,4524.27,9048.54
S00377,sa~o paulo,SP,1,1,0,105.22,0,105.22
S00378,paraiba do sul,RJ,21,21,0,0,4332.69,4332.69
S00380,sao jose do rio preto,SP,8,8,0,377.23,0,377.23
S00381,guaira,SP,1,1,0,0,173.68,173.68
S00386,curitiba,PR,3,3,0,0,242.23,242.23
S00387,arapongas,PR,1,1,0,0,68.04,68.04
S00388,sao carlos,SP,44,44,0,9525.94,9525.94,19051.88
S00391,sao caetano do sul,SP,11,11,0,1506.55,1506.55,3013.1
S00393,santa rita do sapucai,MG,2,2,0,86.44,86.44,172.88
S00396,colombo,PR,1,1,0,0,105.47,105.47
S00397,sa~o paulo,SP,415,415,17858.01,17858.01,17858.01,53574.0300000001
S00398,salto,SP,159,159,0,16919.99,16919.99,33839.98
S00403,sa~o paulo,SP,14,14,0,3109.48,3109.48,6218.96
S00405,fortaleza,CE,4,4,0,0,841.33,841.33
S00415,cafelandia,SP,33,33,0,4883.67,4883.67,9767.34
S00421,votorantim,SP,41,41,0,0,5663.75,5663.75
S00422,sa~o paulo,SP,6,6,0,234.59,0,234.59
S00424,itau de minas,MG,2,2,0,134.68,0,134.68
S00427,mogi das cruzes,SP,23,23,0,3214.81,3214.81,6429.62
S00431,robeirao preto,SP,2,2,0,0,90.08,90.08
S00434,jundiai,SP,5,5,0,6508.7,6508.7,13017.4
S00437,sa~o paulo,SP,5,5,0,0,890.94,890.94
S00442,itauna,MG,159,159,0,39386.67,39386.67,78773.3399999999
S00448,sa~o paulo,SP,15,15,0,0,1148.53,1148.53
S00453,catanduva,SP,4,4,0,0,1203.76,1203.76
S00455,santa barbara d´oeste,SP,3,3,0,0,331.86,331.86
S00460,ibitinga,SP,12,12,0,0,1589.06,1589.06
S00466,carapicuiba,SP,6,6,0,275.15,275.15,550.3
S00478,Belo Horizonte,MG,114,114,0,0,14537.29,14537.29
S00483,sa~o paulo,SP,28,28,0,0,1185.42,1185.42
S00485,Brasilia,DF,8,8,0,2019.22,2019.22,4038.44
S00498,santo andre,SP,18,18,0,1394.73,1394.73,2789.46
S00506,Brasilia,DF,12,12,0,4877.64,4877.64,9755.28
S00524,buritama,SP,12,12,0,2303.77,2303.77,4607.54
S00527,cachoeiro de itapemirim,ES,1,1,0,0,129.64,129.64
S00529,curitiba,PR,2,2,0,228.72,0,228.72
S00534,sa~o paulo,SP,8,8,0,0,214.53,214.53
S00535,ribeirao preto,SP,16,16,0,4230.48,4230.48,8460.96
S00537,sao francisco do sul,SC,2,2,0,1454.44,0,1454.44
S00538,uruacu,GO,10,10,0,0,1092.42,1092.42
S00539,ibitinga,SP,45,45,0,4151.52,4151.52,8303.04
S00542,jaci,SP,2,2,0,0,344.17,344.17
S00543,sao jose dos campos,SP,10,10,0,0,1249.72,1249.72
S00544,curitiba,PR,4,4,0,712.22,0,712.22
S00547,sa~o paulo,SP,24,24,0,3814.18,3814.18,7628.36
S00549,sa~o paulo,SP,167,167,0,14748.26,14748.26,29496.52
S00551,Belo Horizonte,MG,18,18,0,4626.84,4626.84,9253.68
S00556,porto alegre,RS,2,2,0,183.94,0,183.94
S00571,londrina,PR,7,7,0,1955.12,1955.12,3910.24
S00572,salto,SP,89,89,0,0,5495.07,5495.07
S00573,auriflama,SP,7,7,0,0,370.97,370.97
S00576,aruja,SP,19,19,0,0,1888.74,1888.74
S00581,uba,MG,43,43,0,11912.62,11912.62,23825.24
S00583,sa~o paulo,SP,54,54,0,3041.35,3041.35,6082.7
S00586,araras,SP,29,29,0,4711.13,4711.13,9422.26
S00591,taboao da serra,SP,37,37,0,1156.94,1156.94,2313.88
S00592,manaus,AM,3,3,0,1258.8,0,1258.8
S00593,praia grande,SP,1,1,0,0,219.27,219.27
S00596,lages,SC,36,36,0,0,11115.78,11115.78
S00601,piracicaba,SP,1,1,0,65.43,0,65.43
S00603,maringa,PR,32,32,0,5721.47,0,5721.47
S00604,santo andre,SP,12,12,0,0,710.94,710.94
S00609,guarulhos,SP,105,105,0,0,10133.14,10133.14
S00611,cotia,SP,35,35,0,4151.12,4151.12,8302.24
S00613,bento goncalves,RS,15,15,0,0,1094.65,1094.65
S00614,blumenau,SC,5,5,0,552.48,552.48,1104.96
S00619,sao jose dos campos,SP,5,5,0,0,848.07,848.07
S00628,curitiba,PR,1,1,0,22.52,0,22.52
S00640,sa~o paulo,SP,5,5,0,1194.3,0,1194.3
S00648,goiania,GO,57,57,0,7471.02,7471.02,14942.04
S00653,sa~o paulo,SP,273,273,0,59753.2999999999,59753.2999999999,119506.6
S00654,sa~o paulo,SP,1,1,0,0,91.37,91.37
S00659,rio de janeiro,RJ,46,46,0,0,4808.61,4808.61
S00661,itaquaquecetuba,SP,6,6,4158.43,4158.43,0,8316.86
S00665,sa~o paulo,SP,10,10,0,763.54,0,763.54
S00667,carapicuiba,SP,5,5,0,0,171.25,171.25
S00670,blumenau,SC,5,5,0,0,222.45,222.45
S00689,Belo Horizonte,MG,8,8,0,1695.07,0,1695.07
S00690,aguas claras,DF,1,1,0,52.78,0,52.78
S00703,sa~o paulo,SP,59,59,0,3995.33,3995.33,7990.66
S00707,londrina,PR,4,4,0,0,2218.19,2218.19
S00717,campinas,SP,5,5,484.94,484.94,0,969.88
S00720,contagem,MG,10,10,0,0,2212.6,2212.6
S00722,campinas,SP,8,8,0,2634.83,0,2634.83
S00728,sa~o paulo,SP,10,10,0,1080.7,0,1080.7
S00730,nova trento,SC,2,2,0,0,857.7,857.7
S00732,campo limpo paulista,SP,1125,1125,0,115244.79,115244.79,230489.580000001
S00738,pouso alegre,MG,1,1,0,0,62.38,62.38
S00744,rio de janeiro,RJ,9,9,0,0,2192.01,2192.01
S00748,curitiba,PR,9,9,0,5124.02,5124.02,10248.04
S00749,terra boa,PR,6,6,0,1180.43,1180.43,2360.86
S00751,curitiba,PR,12,12,0,1376.35,0,1376.35
S00753,fazenda rio grande,PR,3,3,0,0,251.92,251.92
S00757,sa~o paulo,SP,13,13,0,0,1242.77,1242.77
S00766,guanhaes,MG,9,9,0,0,1359.63,1359.63
S00771,vitoria,ES,8,8,0,0,1615.99,1615.99
S00774,santo andre,SP,30,30,0,7288.86,7288.86,14577.72
S00779,campinas,SP,21,21,0,2340.25,2340.25,4680.5
S00781,imigrante,RS,1,1,0,0,61.38,61.38
S00783,Belo Horizonte,MG,12,12,0,2613.15,2613.15,5226.3
S00787,natal,RN,23,23,0,971.92,971.92,1943.84
S00791,São Bernardo do Campo,SP,36,36,0,1047.61,1047.61,2095.22
S00794,americana,SP,5,5,0,0,1692.9,1692.9
S00799,santo andre,SP,23,23,0,0,1655.97,1655.97
S00802,sa~o paulo,SP,20,20,0,0,3610.12,3610.12
S00807,Brasilia,DF,46,46,0,3201.56,3201.56,6403.12
S00808,sa~o paulo,SP,3,3,1288.41,1288.41,0,2576.82
S00817,varginha,MG,1,1,0,99.83,0,99.83
S00818,Brasilia,DF,2,2,0,0,129.32,129.32
S00819,carapicuiba,SP,41,41,0,4807.22,4807.22,9614.44
S00823,cotia,SP,1,1,0,214.56,0,214.56
S00824,sa~o paulo,SP,3,3,0,0,306.97,306.97
S00825,santa rosa,RS,2,2,0,0,134.68,134.68
S00834,paulinia,SP,9,9,0,0,963.9,963.9
S00835,catanduva,SP,2,2,0,862.37,0,862.37
S00840,sorocaba,SP,59,59,5595.44,5595.44,5595.44,16786.32
S00843,japira,PR,11,11,0,0,3835.7,3835.7
S00852,sa~o paulo,SP,210,210,0,12458,12458,24916
S00857,jau,SP,1,1,0,0,169.15,169.15
S00858,guariba,SP,1143,1143,0,247344.85,247344.85,494689.700000001
S00861,sa~o paulo,SP,3,3,0,384.49,0,384.49
S00866,juiz de fora,MG,36,36,0,1579.58,1579.58,3159.16
S00869,taubate,SP,8,8,0,0,598.84,598.84
S00870,sorocaba,SP,1,1,0,0,16.36,16.36
S00872,sa~o paulo,SP,18,18,0,0,2650.06,2650.06
S00882,ibitinga,SP,1889,1889,0,224388.440000001,224388.440000001,448776.880000002
S00887,porto seguro,BA,29,29,0,8295.93,8295.93,16591.86
S00888,canoinhas,SC,1,1,0,0,105.28,105.28
S00890,ribeirao preto,SP,8,8,1962.82,1962.82,0,3925.64
S00892,vendas@creditparts.com.br,PR,23,23,0,4251.13,4251.13,8502.26
S00909,sa~o paulo,SP,261,261,0,14422.64,14422.64,28845.28
S00916,ribeirao preto,SP,1,1,0,0,120.76,120.76
S00919,fazenda rio grande,PR,2,2,0,0,258.87,258.87
S00920,tabatinga,SP,8,8,0,1409.39,0,1409.39
S00921,juiz de fora,MG,8,8,0,0,5465.49,5465.49
S00924,jau,SP,374,374,0,49277.41,49277.41,98554.8199999999
S00930,curitiba,PR,6,6,0,1494.03,0,1494.03
S00931,itapui,SP,1,1,0,0,199.84,199.84
S00942,tres coracoes,MG,1,1,0,0,286.87,286.87
S00944,guaruja,SP,3,3,0,740.5,740.5,1481
S00957,sa~o paulo,SP,1,1,0,336.89,0,336.89
S00958,ronda alta,RS,1,1,0,0,120.8,120.8
S00959,feira de santana,BA,3,3,0,1296.77,1296.77,2593.54
S00966,sa~o paulo,SP,10,10,0,0,367.04,367.04
S00969,sa~o paulo,SP,1,1,0,0,51.6,51.6
S00972,rio de janeiro,RJ,11,11,0,0,7685.41,7685.41
S00973,São Bernardo do Campo,SP,2,2,0,0,62.66,62.66
S00975,marilia,SP,7,7,0,1482.47,0,1482.47
S00977,São Bernardo do Campo,SP,39,39,0,2915.42,0,2915.42
S00978,rio de janeiro,RJ,77,77,0,0,7789.77,7789.77
S00983,Belo Horizonte,MG,1,1,0,63.4,0,63.4
S00985,sao jose do rio preto,SP,7,7,0,1493.23,1493.23,2986.46
S00987,osasco,SP,1,1,45.96,0,0,45.96
S00988,dois corregos,SP,6,6,0,427.05,427.05,854.1
S00992,campinas,SP,4,4,0,0,112.71,112.71
S01293,marilia,SP,26,26,0,6726.58,6726.58,13453.16
S01294,curitiba,PR,2,2,0,0,97.39,97.39
S01296,bebedouro,SP,127,127,0,7754.18,7754.18,15508.36
S01297,nova iguacu,RJ,19,19,0,0,2207.49,2207.49
S01298,sao caetano do sul,SP,21,21,0,854.46,0,854.46
S01300,curitiba,PR,82,82,0,7303.85,7303.85,14607.7
S01301,marialva,PR,1,1,0,113.87,0,113.87
S01306,piracanjuba,GO,8,8,0,0,1465.73,1465.73
S01313,blumenau,SC,10,10,0,2584.03,2584.03,5168.06
S01318,castro,PR,17,17,0,9549.19,9549.19,19098.38
S01323,maringa,PR,5,5,0,0,266.18,266.18
S01340,palhoca,SC,1,1,0,96.33,0,96.33
S01342,Belo Horizonte,MG,42,42,0,2149.76,0,2149.76
S01354,santos,SP,31,31,0,4967.68,4967.68,9935.36
S01355,guarulhos,SP,212,212,0,15616.01,15616.01,31232.02
S01357,sa~o paulo,SP,3,3,0,0,676.01,676.01
S01359,rio de janeiro,RJ,13,13,0,2824.65,2824.65,5649.3
S01364,fernandopolis,SP,35,35,0,2517.93,2517.93,5035.86
S01369,barueri,SP,3,3,0,0,144.74,144.74
S01370,sao jose do rio preto,SP,77,77,0,10937.34,10937.34,21874.68
S01371,juiz de fora,MG,1,1,0,18.56,0,18.56
S01372,sa~o paulo,SP,213,213,0,12129.57,12129.57,24259.14
S01376,sa~o paulo,SP,8,8,0,553.29,553.29,1106.58
S01384,sete lagoas,MG,5,5,0,1704.44,1704.44,3408.88
S01385,sa~o paulo,SP,36,36,0,4104.05,4104.05,8208.1
S01387,porto alegre,RS,8,8,0,896.83,896.83,1793.66
S01389,curitiba,PR,1,1,0,0,156.16,156.16
S01393,monte alto,SP,6,6,0,0,1658.09,1658.09
S01394,sao jose do rio preto,SP,6,6,0,0,1792.13,1792.13
S01398,videira,SC,203,203,0,40570.13,40570.13,81140.26
S01399,alambari,SP,5,5,0,0,219.75,219.75
S01403,mogi das cruzes,SP,1,1,0,68.55,0,68.55
S01405,marechal candido rondon,PR,4,4,0,0,256.99,256.99
S01411,claudio,MG,7,7,0,1270.06,1270.06,2540.12
S01414,mineiros do tiete,SP,49,49,0,2259.32,2259.32,4518.64
S01417,cascavel,PR,4,4,0,0,710.62,710.62
S01419,sa~o paulo,SP,1,1,0,47.32,0,47.32
S01420,rio claro,SP,22,22,0,0,2795.36,2795.36
S01424,Brasilia,DF,7,7,0,0,837.13,837.13
S01427,curitiba,PR,29,29,0,7379.53,7379.53,14759.06
S01430,caxias do sul,RS,1,1,0,251.83,0,251.83
S01437,sa~o paulo,SP,6,6,0,0,596.68,596.68
S01438,santos,SP,1,1,0,0,62.97,62.97
S01442,mogi guacu,SP,5,5,0,248.88,0,248.88
S01443,goiania,GO,54,54,0,8235.4,8235.4,16470.8
S01445,campinas,SP,1,1,0,0,117.92,117.92
S01456,guarulhos,SP,59,59,0,0,23653.46,23653.46
S01466,sa~o paulo,SP,1,1,0,15.22,0,15.22
S01469,guarulhos,SP,5,5,0,0,289.61,289.61
S01472,diadema,SP,26,26,0,0,2613.58,2613.58
S01473,lajeado,RS,2,2,0,1082.56,0,1082.56
S01475,campos dos goytacazes,RJ,12,12,0,0,1888.44,1888.44
S01486,mogi das cruzes,SP,2,2,0,212.57,0,212.57
S01491,araraquara,SP,8,8,0,494.07,0,494.07
S01496,sa~o paulo,SP,3,3,0,0,392.24,392.24
S01499,rio claro,SP,23,23,0,3999.6,3999.6,7999.2
S01503,jacutinga,MG,62,62,0,8384.31,8384.31,16768.62
S01515,sa~o paulo,SP,3,3,0,0,204.86,204.86
S01518,braganca paulista,SP,32,32,0,23272.78,23272.78,46545.56
S01520,sa~o paulo,SP,1,1,0,70.65,0,70.65
S01524,tubarao,SC,5,5,0,0,2616.3,2616.3
S01527,bauru,SP,1,1,0,0,125.52,125.52
S01529,boituva,SP,14,14,0,647.75,647.75,1295.5
S01530,sao caetano do sul,SP,1,1,0,147.59,0,147.59
S01334,sa~o paulo,SP,169,169,0,16298.53,16298.53,32597.06
S01338,sa~o paulo,SP,7,7,0,295.77,0,295.77
S01339,sa~o paulo,SP,2,2,0,667.83,0,667.83
S01341,sa~o paulo,SP,11,11,0,0,1900.09,1900.09
S01346,colombo,PR,1,1,0,235.28,0,235.28
S01350,marapoama,SP,1,1,0,182.59,0,182.59
S01352,jundiai,SP,10,10,0,0,1749.77,1749.77
S01360,curitiba,PR,2,2,0,0,229.25,229.25
S01362,sa~o paulo,SP,44,44,0,6452.14,0,6452.14
S01365,sa~o paulo,SP,80,80,0,8471.84,8471.84,16943.68
S01367,barretos,SP,4,4,1326.31,1326.31,0,2652.62
S01380,sa~o paulo,SP,2,2,0,512.55,0,512.55
S01382,itatiba,SP,109,109,0,33988.07,33988.07,67976.14
S01392,penapolis,SP,328,328,0,44008.2900000001,44008.2900000001,88016.5800000001
S01395,sa~o paulo,SP,2,2,0,0,138.14,138.14
S01397,tatui,SP,1,1,0,184.71,0,184.71
S01400,campinas,SP,39,39,0,1827.92,1827.92,3655.84
S01404,sa~o paulo,SP,9,9,0,0,706.48,706.48
S01407,santana de parnaiba,SP,3,3,0,0,1249.52,1249.52
S01408,novo hamburgo,RS,1,1,0,0,90.04,90.04
S01416,sa~o paulo,SP,18,18,0,2404.97,2404.97,4809.94
S01421,sao carlos,SP,2,2,0,76.22,0,76.22
S01426,campina grande,PB,2,2,0,0,149.3,149.3
S01429,sao carlos,SP,2,2,0,444.99,444.99,889.98
S01431,cambe,PR,4,4,0,659.57,659.57,1319.14
S01434,sa~o paulo,SP,4,4,0,0,1048.61,1048.61
S01439,guarulhos,SP,1,1,0,61.74,0,61.74
S01440,sa~o paulo,SP,2,2,0,117.06,117.06,234.12
S01448,caxias do sul,RS,5,5,0,516.93,516.93,1033.86
S01452,sa~o paulo,SP,3,3,0,0,514.9,514.9
S01453,londrina,PR,4,4,0,240.12,0,240.12
S01455,guarulhos,SP,3,3,0,88.74,88.74,177.48
S01462,sa~o paulo,SP,136,136,34533.95,34533.95,34533.95,103601.85
S01463,curitiba,PR,64,64,0,19811.78,19811.78,39623.56
S01465,sa~o paulo,SP,15,15,0,0,1311.08,1311.08
S01470,sa~o paulo,SP,6,6,0,0,528.33,528.33
S01477,araraquara,SP,1,1,0,0,511.76,511.76
S01478,campinas,SP,1,1,0,136.3,0,136.3
S01482,bento goncalves,RS,1,1,0,0,200.54,200.54
S01483,sa~o paulo,SP,11,11,0,0,1394.95,1394.95
S01485,bauru,SP,7,7,0,1768.9,0,1768.9
S01492,curitiba,PR,1,1,0,364.64,0,364.64
S01500,bauru,SP,2,2,0,568.36,0,568.36
S01504,curitiba,PR,11,11,0,1586.81,1586.81,3173.62
S01507,francisco beltrao,PR,1,1,0,0,109.9,109.9
S01509,sao caetano do sul,SP,5,5,0,1099.59,0,1099.59
S01511,catanduva,SP,5,5,0,0,1118.6,1118.6
S01512,sao jose do rio preto,SP,1,1,0,23.46,0,23.46
S01516,bauru,SP,27,27,0,0,2286.38,2286.38
S01522,goiania,GO,5,5,0,0,456.6,456.6
S01525,loanda,PR,8,8,0,0,778.63,778.63
S01528,sa~o paulo,SP,11,11,0,860.94,0,860.94
S01535,sa~o paulo,SP,24,24,0,0,1345.46,1345.46
S01538,sa~o paulo,SP,2,2,0,0,60.33,60.33
S01540,sa~o paulo,SP,1,1,0,0,204.81,204.81
S01543,mogi das cruzes,SP,69,69,8003.21,8003.21,8003.21,24009.63
S01544,campo grande,MS,2,2,0,0,248.42,248.42
S01547,ibitinga,SP,7,7,0,0,1098.85,1098.85
S01549,guaruja,SP,4,4,0,237.8,237.8,475.6
S01551,sa~o paulo,SP,41,41,6213.21,6213.21,6213.21,18639.63
S01556,franca,SP,159,159,0,27920.62,27920.62,55841.24
S01561,barueri,SP,338,338,182429.52,182429.52,182429.52,547288.56
S01566,sa~o paulo,SP,2,2,0,111.83,0,111.83
S01570,rio claro,SP,6,6,0,0,1435.62,1435.62
S01573,guarulhos,SP,14,14,0,0,2835.82,2835.82
S00743,sa~o paulo,SP,1,1,0,0,84.78,84.78
S00747,sa~o paulo,SP,2,2,0,740.97,0,740.97
S00756,rio de janeiro,RJ,7,7,0,0,1014.95,1014.95
S00760,araraquara,SP,37,37,0,3341.73,3341.73,6683.46
S00762,itaquaquecetuba,SP,2,2,0,0,100.9,100.9
S00765,osvaldo cruz,SP,1,1,0,885.8,0,885.8
S00773,sa~o paulo,SP,8,8,0,0,1309.87,1309.87
S00777,ribeirao pires,SP,21,21,0,0,1649.43,1649.43
S00786,sa~o paulo,SP,11,11,0,1829.91,0,1829.91
S00793,ibitinga,SP,1,1,0,317.37,0,317.37
S00797,Brasilia,DF,36,36,0,7982.38,7982.38,15964.76
S00801,pinhalzinho,SC,3,3,0,99.14,0,99.14
S00806,sao jose do rio pardo,SP,12,12,0,970.33,970.33,1940.66
S00809,ribeirao pires,SP,4,4,0,0,712.62,712.62
S00811,campinas,SP,1,1,0,44.42,0,44.42
S00814,porto alegre,RS,3,3,0,1298.34,1298.34,2596.68
S00815,mogi das cruzes,SP,8,8,0,824.25,824.25,1648.5
S00816,maringa,PR,1,1,0,205.4,0,205.4
S00820,Brasilia,DF,144,144,0,20911.45,20911.45,41822.9
S00830,presidente prudente,SP,42,42,0,4474.27,4474.27,8948.54
S00833,sorocaba,SP,2,2,0,0,90.98,90.98
S00842,rio de janeiro,RJ,1,1,0,0,105.45,105.45
S00847,diadema,SP,3,3,0,0,1632.99,1632.99
S00848,pedro leopoldo,MG,3,3,0,230.8,0,230.8
S00851,piracicaba,SP,71,71,0,17601.45,17601.45,35202.9
S00856,taio,SC,3,3,0,0,315.44,315.44
S00859,porto alegre,RS,7,7,0,1027.37,0,1027.37
S00864,curitiba,PR,34,34,666,666,0,1332
S00865,barra mansa,RJ,11,11,0,779.14,0,779.14
S00877,formiga,MG,13,13,0,3325.93,3325.93,6651.86
S00878,São Bernardo do Campo,SP,1,1,0,0,165.26,165.26
S00889,ibitinga,SP,18,18,0,0,2578.98,2578.98
S00897,sa~o paulo,SP,1,1,0,0,188.28,188.28
S00898,santo andre,SP,5,5,0,0,209.23,209.23
S00906,campo limpo paulista,SP,48,48,0,7302.33,0,7302.33
S00922,Belo Horizonte,MG,5,5,0,0,1689.99,1689.99
S00923,entre rios do oeste,PR,8,8,4633.46,4633.46,0,9266.92
S00925,Belo Horizonte,MG,2,2,0,327.43,0,327.43
S00927,sa~o paulo,SP,2,2,0,0,222.74,222.74
S00928,cornelio procopio,PR,48,48,0,3564.55,3564.55,7129.1
S00932,valinhos,SP,5,5,0,0,353.26,353.26
S00933,sa~o paulo,SP,1,1,0,164.45,0,164.45
S00934,colombo,PR,14,14,0,0,704.42,704.42
S00935,sa~o paulo,SP,4,4,0,0,673.93,673.93
S00937,sao joao de meriti,RJ,2,2,0,347.73,347.73,695.46
S00943,ribeirao preto,SP,23,23,0,0,2176.36,2176.36
S00945,jaboticabal,SP,85,85,0,11900.56,11900.56,23801.12
S00947,sa~o paulo,SP,10,10,0,2688.25,0,2688.25
S00948,jacarei,SP,420,420,49872.37,49872.37,49872.37,149617.11
S00956,Belo Horizonte,MG,2,2,0,0,1070.39,1070.39
S00960,maringa,PR,2,2,0,0,118.84,118.84
S00961,santos,SP,12,12,0,831.52,831.52,1663.04
S00976,campo grande,MS,6,6,1154.72,1154.72,0,2309.44
S00979,conchal,SP,13,13,0,3098.66,3098.66,6197.32
S00986,cascavel,PR,3,3,0,0,378.76,378.76
S00989,santos,SP,66,66,0,4383.46,0,4383.46
S00999,sao roque,SP,2,2,0,75.1,0,75.1
S01002,sao carlos,SP,7,7,0,0,781.55,781.55
S01006,novo hamburgo,RS,21,21,0,6276.78,6276.78,12553.56
S01008,curitiba,PR,1,1,0,222.13,0,222.13
S01011,penapolis,SP,1,1,0,0,106.55,106.55
S01017,santo andre,SP,74,74,0,9579.68,9579.68,19159.36
S01020,rio de janeiro,RJ,163,163,0,6797.55,6797.55,13595.1
S01574,toledo,PR,9,9,0,0,2180.49,2180.49
S01577,jaragua do sul,SC,4,4,0,321.34,0,321.34
S01579,maringa,PR,1,1,0,33.9,0,33.9
S01591,ibitinga,SP,415,415,0,52913.92,52913.92,105827.84
S01596,sa~o paulo,SP,5,5,0,216.7,0,216.7
S01603,tres rios,RJ,69,69,0,4142.24,4142.24,8284.48
S01604,mogi guacu,SP,8,8,4945.21,4945.21,0,9890.42
S01606,curitiba,PR,103,103,4951.9,4951.9,4951.9,14855.7
S01609,caxias do sul,RS,15,15,0,0,966.83,966.83
S01611,sa~o paulo,SP,2,2,0,0,219.19,219.19
S01618,amparo,SP,3,3,0,0,529.47,529.47
S01620,sao carlos,SP,3,3,0,0,330.46,330.46
S01621,francisco beltrao,PR,2,2,0,0,185.87,185.87
S01630,sa~o paulo,SP,2,2,0,78.04,0,78.04
S01631,curitiba,PR,2,2,0,58.14,0,58.14
S01643,sa~o paulo,SP,2,2,0,0,294.9,294.9
S01644,sa~o paulo,SP,17,17,0,984.34,984.34,1968.68
S01649,jacarei,SP,95,95,0,8491.59,8491.59,16983.18
S01652,franca,SP,16,16,8487.22,8487.22,8487.22,25461.66
S01662,sa~o paulo,SP,17,17,0,2349.91,2349.91,4699.82
S01673,sa~o paulo,SP,3,3,0,0,288.01,288.01
S01674,taboao da serra,SP,1,1,0,141.52,0,141.52
S01679,sa~o paulo,SP,29,29,0,4775.04,4775.04,9550.08
S01682,sa~o paulo,SP,2,2,0,0,176.14,176.14
S01685,sa~o paulo,SP,17,17,551.65,551.65,0,1103.3
S01687,sa~o paulo,SP,2,2,0,0,92.75,92.75
S01698,presidente prudente,SP,100,100,0,0,8921.35,8921.35
S01704,igaracu do tiete,SP,1,1,91.16,0,0,91.16
S01708,fazenda rio grande,PR,6,6,0,0,488.48,488.48
S01709,sa~o paulo,SP,950,950,0,29338.22,29338.22,58676.44
S01711,sa~o paulo,SP,5,5,0,1853.9,0,1853.9
S01720,praia grande,SP,2,2,0,150.66,150.66,301.32
S01722,indaiatuba,SP,11,11,0,0,709.66,709.66
S01725,campo largo,PR,11,11,0,0,2340.78,2340.78
S01726,maua,SP,3,3,0,137.52,0,137.52
S01730,rio claro,SP,2,2,0,288.63,0,288.63
S01732,campinas,SP,15,15,0,943.85,943.85,1887.7
S01735,sa~o paulo,SP,3,3,0,130.02,0,130.02
S01736,São Bernardo do Campo,SP,212,212,0,13473.07,13473.07,26946.14
S01744,sa~o paulo,SP,5,5,0,0,210.44,210.44
S01749,sao goncalo,RJ,65,65,0,10139.48,10139.48,20278.96
S01753,blumenau,SC,19,19,0,0,4562.97,4562.97
S01757,pirituba,SP,153,153,0,21080.3,21080.3,42160.6
S01763,santo andre,SP,6,6,0,0,893.71,893.71
S01767,paulo lopes,SC,5,5,0,2456.44,2456.44,4912.88
S01774,mogi guacu,SP,4,4,0,0,258.12,258.12
S01778,taboao da serra,SP,3,3,0,0,805.77,805.77
S01779,sao jose do rio preto,SP,2,2,0,0,150.96,150.96
S01783,blumenau,SC,6,6,0,1100.57,1100.57,2201.14
S01787,valinhos,SP,2,2,0,76.72,0,76.72
S01791,sa~o paulo,SP,63,63,0,6091.92,0,6091.92
S01801,curitiba,PR,2,2,0,263.11,0,263.11
S01803,conselheiro lafaiete,MG,4,4,0,0,488.25,488.25
S01812,rio de janeiro,RJ,10,10,0,2225.84,2225.84,4451.68
S01819,ibitinga,SP,66,66,0,0,5117,5117
S01824,apucarana,PR,2,2,0,155.58,0,155.58
S01825,sa~o paulo,SP,1290,1290,0,139260.8,139260.8,278521.6
S01826,sa~o paulo,SP,1,1,0,94.21,0,94.21
S01834,sa~o paulo,SP,28,28,0,0,3815.02,3815.02
S01835,umuarama,PR,92,92,0,7007.39,7007.39,14014.78
S01836,rio de janeiro,RJ,4,4,0,10082.56,0,10082.56
S01841,sa~o paulo,SP,86,86,0,5851.24,5851.24,11702.48
